from	to	interaction_count	edge_betweenness
3826	5819	0.9	1
3826	5942	1	1
3826	6086	1	1
3826	6096	1	1
3826	6993	0.98	3.79166666666667
3826	7232	1	1
3826	8153	1	6.83066378066378
3826	9052	0.98	3.79166666666667
3826	10088	1	7.94007936507936
3826	12727	1	1
3888	3990	0.85	35.9251519145675
3888	5208	0.93	24.8371108252616
3888	7977	0.96	29.0057745804091
3888	9437	1	1.46923583662714
3888	10014	0.69	27.2204939913618
3888	10425	0.99	16.3520741585497
3888	12279	0.72	34.9410278860065
3888	12537	0.98	29.0057745804091
3971	8370	0.72	17.6611485803109
3971	10664	0.56	16.0486328597625
3971	12279	1	9.52969117427078
3990	4007	0.55	7.06029078529454
3990	5528	0.64	6.44251652138044
3990	5555	0.73	8.651901158438
3990	6246	0.52	6.6978611767251
3990	7132	0.95	14.1957026561256
3990	9437	0.92	33.766283858228
3990	9455	0.51	7.06029078529455
3990	10014	1	3.10888780316134
3990	10176	0.61	8.18050511149081
3990	11276	0.52	6.57849309470522
3990	12279	1	5.92332669854251
3990	12131	0.53	6.6978611767251
4007	5208	0.85	5.27433622487091
4007	5528	1	2.49986901280645
4007	6246	1	2.64272615566359
4007	6909	1	1.54285125149388
4007	7977	0.87	4.76738272317667
4007	9455	1	1
4007	10176	1	6.22622152070028
4007	10664	1	8.6951347774866
4007	11220	1	6.1414422318211
