Feature ID	Taxon	Confidence
19fca29c066199e55412772ebfa9dabf	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T chartatabidum	0.9068915343326225
1a03674af379df348d0d06814426495d	d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium_A_40086; s__Phascolarctobacterium_A_40086 faecium	0.9999992671089459
1a2de85ae051f8e6472d17ef4956758f	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650612; f__Cellvibrionaceae; g__Pseudomaricurvus; s__Pseudomaricurvus hydrocarbonicus	0.9988892911868025
1ac2156578cf39a547eab465ee1293fc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	0.9960339824206677
1ac342eb39d03cb2d30887fc7169761a	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Eubacteriales; f__Garciellaceae; g__Rhabdanaerobium; s__Rhabdanaerobium thermarum	0.9994030172062308
1afd43e0c29d15d96549a8b12248b214	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.9999998419681796
1b147cfff03d9c906336fc9e0e0ab648	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae	0.9978579996560991
1b158b8b2922d4fcad5d9cea607cbb7d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029; g__Escherichia	0.9937405132531328
1b230d3b137b6be69d531f28003879b5	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__Aeromicrobium piscarium	0.9357777083615301
1b821d823f331b5a4dbee944c0ea330f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Dysgonomonas; s__Dysgonomonas sp000711235	0.9698326025642943
